h_cty,36001,36003,36005,36007,36009,36011,36013,36015,36017,36019,36021,36023,36025,36027,36029,36031,36033,36035,36037,36039,36041,36043,36045,36047,36049,36051,36053,36055,36057,36059,36061,36063,36065,36067,36069,36071,36073,36075,36077,36079,36081,36083,36085,36087,36089,36091,36093,36095,36097,36099,36101,36103,36105,36107,36109,36111,36113,36115,36117,36119,36121,36123
36049,182.0,1.0,5.0,17.0,3.0,26.0,5.0,10.0,21.0,38.0,4.0,8.0,9.0,27.0,72.0,17.0,32.0,19.0,9.0,7.0,19.0,146.0,1973.0,9.0,4250.0,6.0,36.0,81.0,11.0,27.0,61.0,14.0,680.0,428.0,25.0,16.0,4.0,204.0,20.0,1.0,9.0,33.0,1.0,5.0,304.0,41.0,19.0,8.0,3.0,8.0,17.0,31.0,4.0,0.0,19.0,27.0,22.0,6.0,9.0,18.0,5.0,1.0
36051,158.0,222.0,12.0,104.0,184.0,67.0,80.0,104.0,11.0,7.0,1.0,32.0,10.0,16.0,2516.0,3.0,10.0,14.0,740.0,5.0,0.0,17.0,45.0,17.0,4.0,9300.0,22.0,9828.0,4.0,90.0,250.0,226.0,103.0,465.0,1122.0,35.0,139.0,59.0,14.0,2.0,44.0,9.0,7.0,14.0,24.0,38.0,19.0,7.0,33.0,63.0,836.0,77.0,4.0,4.0,77.0,18.0,6.0,3.0,126.0,92.0,826.0,34.0
36053,421.0,19.0,39.0,326.0,20.0,163.0,28.0,76.0,750.0,29.0,12.0,333.0,33.0,44.0,540.0,36.0,55.0,24.0,22.0,11.0,1.0,200.0,140.0,56.0,30.0,37.0,9735.0,713.0,26.0,119.0,425.0,68.0,4937.0,9092.0,121.0,97.0,10.0,431.0,233.0,3.0,95.0,33.0,21.0,34.0,34.0,80.0,70.0,32.0,11.0,74.0,46.0,176.0,21.0,72.0,175.0,22.0,29.0,5.0,64.0,139.0,21.0,6.0
36055,1861.0,356.0,111.0,1067.0,347.0,571.0,618.0,708.0,109.0,88.0,16.0,275.0,62.0,199.0,12149.0,27.0,69.0,94.0,2292.0,27.0,3.0,90.0,430.0,410.0,46.0,2812.0,192.0,289743.0,62.0,862.0,3997.0,1556.0,894.0,5411.0,10446.0,401.0,1206.0,663.0,130.0,15.0,581.0,85.0,61.0,202.0,193.0,378.0,247.0,48.0,69.0,616.0,767.0,856.0,52.0,63.0,663.0,93.0,121.0,13.0,4392.0,1092.0,452.0,251.0
36057,1914.0,7.0,40.0,121.0,4.0,23.0,16.0,25.0,60.0,43.0,69.0,28.0,31.0,103.0,110.0,21.0,27.0,2243.0,6.0,52.0,18.0,373.0,52.0,61.0,10.0,9.0,48.0,204.0,7396.0,121.0,299.0,7.0,377.0,350.0,34.0,95.0,2.0,27.0,255.0,7.0,73.0,255.0,10.0,39.0,49.0,1349.0,2010.0,461.0,3.0,26.0,17.0,151.0,27.0,10.0,30.0,65.0,138.0,37.0,7.0,118.0,7.0,6.0
36059,1855.0,41.0,13793.0,400.0,31.0,24.0,66.0,97.0,29.0,51.0,116.0,110.0,76.0,1293.0,964.0,2.0,61.0,26.0,18.0,106.0,0.0,20.0,42.0,35543.0,1.0,21.0,51.0,954.0,48.0,315517.0,121489.0,79.0,342.0,552.0,61.0,1821.0,16.0,26.0,122.0,295.0,70097.0,197.0,3733.0,2457.0,65.0,451.0,216.0,53.0,2.0,21.0,28.0,73427.0,726.0,28.0,162.0,476.0,237.0,20.0,13.0,13472.0,5.0,2.0
36061,1642.0,8.0,30632.0,297.0,20.0,43.0,53.0,80.0,85.0,22.0,123.0,27.0,70.0,1297.0,1292.0,15.0,21.0,35.0,4.0,57.0,1.0,34.0,39.0,47883.0,2.0,30.0,90.0,925.0,40.0,13144.0,556679.0,147.0,252.0,752.0,99.0,1337.0,3.0,50.0,52.0,200.0,38159.0,156.0,3234.0,2822.0,50.0,373.0,170.0,35.0,5.0,12.0,27.0,7721.0,214.0,12.0,245.0,458.0,248.0,27.0,4.0,14354.0,4.0,9.0
36063,336.0,87.0,39.0,163.0,302.0,54.0,460.0,109.0,20.0,20.0,25.0,47.0,12.0,32.0,43499.0,2.0,12.0,24.0,569.0,13.0,0.0,16.0,64.0,57.0,1.0,135.0,34.0,2631.0,11.0,364.0,802.0,43555.0,171.0,824.0,221.0,83.0,1671.0,71.0,22.0,3.0,97.0,17.0,17.0,46.0,17.0,35.0,41.0,1.0,9.0,62.0,96.0,266.0,4.0,6.0,83.0,32.0,46.0,10.0,55.0,115.0,151.0,11.0
36065,2326.0,40.0,141.0,605.0,21.0,198.0,78.0,138.0,860.0,212.0,100.0,208.0,153.0,393.0,566.0,72.0,127.0,418.0,39.0,98.0,30.0,2767.0,576.0,270.0,425.0,59.0,3645.0,859.0,583.0,548.0,1436.0,80.0,66751.0,6590.0,135.0,427.0,17.0,690.0,735.0,28.0,380.0,272.0,63.0,151.0,213.0,599.0,400.0,258.0,9.0,100.0,78.0,708.0,92.0,49.0,161.0,236.0,178.0,75.0,61.0,480.0,13.0,19.0
36067,2615.0,95.0,243.0,1946.0,118.0,3376.0,196.0,602.0,437.0,131.0,99.0,1421.0,129.0,327.0,3182.0,248.0,248.0,151.0,185.0,82.0,13.0,328.0,940.0,423.0,80.0,233.0,2804.0,6143.0,134.0,729.0,2754.0,366.0,4456.0,156606.0,991.0,568.0,77.0,4415.0,397.0,44.0,562.0,227.0,87.0,283.0,355.0,498.0,406.0,258.0,60.0,551.0,249.0,1032.0,124.0,314.0,1114.0,211.0,183.0,36.0,533.0,887.0,106.0,112.0
36069,233.0,113.0,13.0,168.0,98.0,361.0,118.0,223.0,16.0,21.0,1.0,75.0,11.0,28.0,1515.0,2.0,16.0,17.0,188.0,10.0,0.0,13.0,72.0,40.0,10.0,828.0,27.0,15297.0,9.0,126.0,443.0,215.0,151.0,1143.0,21812.0,60.0,54.0,150.0,43.0,3.0,80.0,17.0,10.0,27.0,42.0,70.0,42.0,8.0,37.0,1420.0,461.0,146.0,5.0,5.0,247.0,28.0,16.0,3.0,2646.0,159.0,80.0,797.0
36071,2095.0,46.0,2830.0,432.0,34.0,52.0,39.0,137.0,76.0,65.0,208.0,64.0,83.0,7326.0,375.0,56.0,78.0,71.0,31.0,231.0,4.0,59.0,78.0,3946.0,21.0,36.0,42.0,509.0,82.0,2536.0,16546.0,64.0,275.0,785.0,70.0,78632.0,9.0,87.0,156.0,741.0,3259.0,265.0,594.0,9269.0,54.0,462.0,311.0,87.0,5.0,49.0,79.0,2719.0,2247.0,10.0,101.0,3920.0,141.0,46.0,32.0,8909.0,22.0,3.0
36073,110.0,45.0,6.0,53.0,59.0,32.0,50.0,43.0,4.0,8.0,2.0,20.0,8.0,11.0,2280.0,0.0,8.0,5.0,1131.0,3.0,0.0,7.0,24.0,19.0,4.0,247.0,13.0,5050.0,5.0,62.0,178.0,970.0,57.0,276.0,205.0,24.0,6615.0,35.0,18.0,2.0,26.0,6.0,6.0,11.0,23.0,20.0,18.0,4.0,3.0,35.0,63.0,57.0,3.0,6.0,41.0,8.0,4.0,0.0,65.0,62.0,199.0,4.0
36075,647.0,34.0,63.0,421.0,25.0,655.0,45.0,158.0,128.0,59.0,29.0,160.0,42.0,90.0,836.0,48.0,59.0,43.0,44.0,20.0,1.0,101.0,969.0,88.0,116.0,75.0,422.0,1350.0,41.0,176.0,684.0,95.0,1207.0,16983.0,286.0,158.0,20.0,20890.0,92.0,12.0,125.0,76.0,24.0,72.0,128.0,128.0,96.0,61.0,17.0,121.0,57.0,272.0,25.0,57.0,163.0,63.0,48.0,14.0,431.0,215.0,21.0,20.0
36077,1232.0,18.0,68.0,644.0,4.0,20.0,10.0,37.0,1299.0,11.0,87.0,62.0,1547.0,139.0,93.0,21.0,33.0,162.0,14.0,120.0,3.0,434.0,25.0,294.0,7.0,17.0,172.0,109.0,214.0,223.0,452.0,15.0,1142.0,199.0,20.0,176.0,4.0,16.0,11993.0,22.0,187.0,130.0,62.0,127.0,17.0,228.0,393.0,415.0,1.0,7.0,29.0,357.0,185.0,22.0,51.0,264.0,67.0,24.0,13.0,189.0,2.0,4.0
36079,359.0,0.0,1347.0,46.0,1.0,9.0,3.0,14.0,8.0,6.0,50.0,13.0,15.0,2179.0,83.0,7.0,5.0,10.0,1.0,28.0,2.0,9.0,3.0,961.0,4.0,0.0,7.0,67.0,17.0,1175.0,6514.0,8.0,42.0,127.0,14.0,870.0,0.0,18.0,21.0,9712.0,1179.0,65.0,189.0,633.0,2.0,84.0,54.0,7.0,0.0,7.0,3.0,1136.0,69.0,2.0,31.0,225.0,36.0,10.0,0.0,15151.0,1.0,3.0
36081,2077.0,15.0,34608.0,322.0,51.0,27.0,59.0,130.0,32.0,34.0,126.0,41.0,67.0,1499.0,1213.0,18.0,17.0,35.0,20.0,86.0,1.0,39.0,19.0,117069.0,0.0,17.0,68.0,832.0,72.0,94681.0,383403.0,137.0,293.0,803.0,69.0,2246.0,8.0,32.0,80.0,416.0,288181.0,192.0,6265.0,3562.0,49.0,351.0,237.0,66.0,5.0,5.0,32.0,25758.0,411.0,28.0,206.0,575.0,260.0,35.0,10.0,17264.0,6.0,4.0
36083,29523.0,10.0,138.0,251.0,12.0,37.0,17.0,64.0,37.0,102.0,1208.0,42.0,34.0,526.0,366.0,47.0,95.0,199.0,8.0,410.0,3.0,42.0,73.0,296.0,11.0,20.0,51.0,525.0,199.0,713.0,2082.0,36.0,415.0,701.0,64.0,374.0,9.0,54.0,132.0,32.0,379.0,22345.0,79.0,165.0,63.0,4595.0,3299.0,110.0,7.0,22.0,20.0,804.0,70.0,14.0,73.0,325.0,518.0,427.0,9.0,640.0,16.0,4.0
36085,501.0,0.0,4916.0,101.0,9.0,11.0,14.0,40.0,7.0,8.0,33.0,25.0,21.0,400.0,189.0,2.0,1.0,13.0,0.0,34.0,0.0,16.0,12.0,36230.0,0.0,4.0,6.0,156.0,12.0,6543.0,63096.0,23.0,95.0,217.0,12.0,539.0,2.0,11.0,26.0,80.0,11829.0,45.0,53475.0,805.0,2.0,81.0,64.0,7.0,3.0,2.0,9.0,3607.0,97.0,4.0,44.0,127.0,50.0,9.0,1.0,2765.0,4.0,0.0
36087,849.0,6.0,4221.0,141.0,9.0,16.0,6.0,55.0,17.0,26.0,82.0,29.0,33.0,806.0,218.0,4.0,27.0,22.0,8.0,87.0,1.0,9.0,11.0,4747.0,6.0,13.0,20.0,201.0,25.0,2800.0,18748.0,36.0,119.0,359.0,37.0,4357.0,1.0,38.0,57.0,218.0,3522.0,96.0,685.0,62278.0,7.0,188.0,119.0,18.0,0.0,35.0,24.0,2489.0,219.0,10.0,64.0,363.0,35.0,9.0,8.0,13599.0,0.0,4.0
36089,830.0,19.0,17.0,105.0,17.0,74.0,18.0,50.0,59.0,560.0,20.0,45.0,25.0,72.0,292.0,227.0,2117.0,86.0,31.0,28.0,6.0,58.0,1738.0,18.0,342.0,33.0,85.0,429.0,47.0,88.0,242.0,49.0,653.0,1070.0,84.0,99.0,15.0,222.0,56.0,2.0,30.0,100.0,10.0,16.0,24444.0,179.0,149.0,35.0,4.0,34.0,55.0,137.0,20.0,8.0,49.0,101.0,96.0,65.0,31.0,52.0,17.0,3.0
36091,25612.0,33.0,159.0,377.0,29.0,90.0,46.0,103.0,75.0,159.0,368.0,71.0,91.0,547.0,515.0,134.0,118.0,1126.0,37.0,310.0,36.0,133.0,182.0,317.0,19.0,33.0,70.0,787.0,1128.0,696.0,2041.0,52.0,720.0,1278.0,126.0,455.0,17.0,80.0,182.0,39.0,419.0,4812.0,72.0,177.0,169.0,44742.0,9963.0,179.0,7.0,71.0,55.0,830.0,91.0,24.0,120.0,435.0,5900.0,2085.0,40.0,632.0,15.0,11.0
36093,24790.0,11.0,154.0,212.0,14.0,32.0,21.0,71.0,30.0,93.0,207.0,53.0,25.0,447.0,334.0,53.0,95.0,378.0,14.0,186.0,9.0,60.0,60.0,295.0,7.0,16.0,48.0,542.0,1097.0,706.0,2087.0,39.0,425.0,678.0,68.0,377.0,8.0,44.0,169.0,33.0,351.0,2907.0,56.0,171.0,69.0,5992.0,27431.0,380.0,3.0,31.0,24.0,773.0,66.0,15.0,72.0,264.0,487.0,129.0,11.0,604.0,9.0,4.0
36095,1211.0,9.0,58.0,237.0,1.0,10.0,3.0,23.0,102.0,14.0,34.0,31.0,461.0,77.0,46.0,15.0,20.0,193.0,11.0,280.0,2.0,85.0,16.0,140.0,6.0,4.0,44.0,55.0,338.0,113.0,247.0,6.0,399.0,118.0,9.0,79.0,3.0,16.0,537.0,10.0,95.0,81.0,34.0,67.0,7.0,135.0,595.0,4175.0,0.0,4.0,11.0,152.0,81.0,12.0,26.0,152.0,24.0,8.0,5.0,99.0,4.0,0.0
36097,25.0,17.0,2.0,132.0,20.0,36.0,20.0,891.0,1.0,2.0,1.0,31.0,6.0,6.0,164.0,0.0,0.0,6.0,15.0,0.0,0.0,4.0,9.0,6.0,3.0,32.0,5.0,225.0,2.0,6.0,42.0,20.0,35.0,143.0,71.0,6.0,3.0,15.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,7.0,1.0,1.0,2183.0,153.0,810.0,18.0,3.0,86.0,1708.0,12.0,0.0,1.0,12.0,12.0,26.0,268.0
36099,195.0,6.0,33.0,224.0,9.0,703.0,21.0,200.0,22.0,6.0,5.0,99.0,19.0,50.0,161.0,8.0,8.0,21.0,13.0,8.0,0.0,8.0,20.0,68.0,4.0,25.0,31.0,317.0,19.0,81.0,223.0,22.0,98.0,626.0,2181.0,74.0,7.0,57.0,27.0,0.0,56.0,19.0,11.0,25.0,11.0,33.0,22.0,13.0,137.0,4549.0,153.0,103.0,13.0,33.0,1120.0,42.0,12.0,3.0,734.0,103.0,10.0,126.0
36101,149.0,1025.0,9.0,332.0,176.0,150.0,141.0,3650.0,18.0,20.0,12.0,83.0,19.0,28.0,1049.0,1.0,0.0,15.0,124.0,1.0,0.0,5.0,43.0,22.0,13.0,1469.0,28.0,2302.0,11.0,57.0,237.0,161.0,161.0,686.0,1070.0,61.0,46.0,63.0,42.0,1.0,24.0,11.0,9.0,16.0,28.0,28.0,14.0,7.0,472.0,263.0,21493.0,90.0,16.0,90.0,415.0,31.0,11.0,3.0,237.0,114.0,184.0,586.0
36103,3268.0,40.0,7842.0,505.0,32.0,48.0,100.0,87.0,44.0,103.0,184.0,138.0,80.0,1969.0,1317.0,28.0,55.0,71.0,19.0,161.0,2.0,23.0,56.0,16933.0,1.0,60.0,45.0,1221.0,73.0,108979.0,69893.0,157.0,465.0,929.0,129.0,2579.0,18.0,102.0,167.0,362.0,25487.0,324.0,3095.0,2845.0,69.0,635.0,359.0,112.0,3.0,49.0,38.0,463254.0,1131.0,33.0,115.0,761.0,220.0,36.0,3.0,12989.0,9.0,8.0
